代码,细分行业,财报年度,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数
600613,中成药,2019Q3,20191031,19920820,5.34,0.55,0,35.86,26.19,0.54,25.44,20.75,4.37,1.24,7.67,2.08,7.82,9.69,14.21,5.69,0.98,0,0.99,0.78,0.82,0.81,10.07,1.06,2.31,49104,4672,4,27.44,9.79,1.75,43.37,3.22,0,0.154,4.9,0,1.81,1.88,0.2,73.05,3.15,59.96,6.9,5.81,0.2,1432
603716,医药商业,2019Q3,20191031,20161031,2.05,0,0,30.26,15.82,1.54,42.63,23.12,2.28,0.09,12.78,3.96,11.07,8.77,13.1,9.16,1.68,-0.02,1.65,1.25,0.89,0.88,5.55,-0.54,-0.66,14702,7416,14.17,24.94,41.16,2.48,-72.73,2.99,0,0.45,7.71,0,4.28,2.71,-0.26,52.29,5.61,30.04,12.82,6.78,0.08,1069
000571,综合类,2019Q3,20191031,19940525,8.14,0,0,38.74,12.11,5.63,54.21,13.04,15.33,3.39,18.75,0.77,2.6,6.45,10.76,8.16,-0.56,-0.17,-0.53,-0.59,-0.88,-0.99,-3.39,1.1,-0.96,71895,8428,2.17,-425.26,-20.34,1.73,19.17,1.95,0,-0.108,1.49,0,0.79,-0.42,0.13,31.26,-7.27,24.16,-5.24,-8.18,0,3808
601360,互联网,2019Q3,20191031,20120116,67.64,0,0,330.96,278.59,0.11,15.79,235.49,4.44,3.19,50.1,1.43,22.73,58.91,95.22,33.26,62.52,31.06,62.75,51.65,51.76,25.86,125.98,18.55,-21.66,57220,6941,17.05,105.74,0.77,5.97,89.6,17.45,0.22,0.765,4.12,0,0.87,1.86,0.27,84.18,18.58,65.07,65.66,54.36,17.9,5419
603718,生物制药,2019Q3,20191031,20150515,6.44,0,0,18.33,10.72,-0.43,43.83,8.91,3.81,1.15,7.37,1.08,0.98,1.47,2.16,1.22,0.08,0.15,0.08,0.1,0.23,0.19,2.08,1.36,-0.13,18610,10663,18.09,-49.65,10.58,10.19,80.08,50.48,0.06,0.036,1.67,0,0.23,0.32,0.21,58.51,2.18,43.43,3.74,10.81,0.23,530
603856,塑料,2019Q3,20191031,20171106,2.56,0,0,19.75,16.48,0,16.52,15.01,2.53,0.97,2.47,2.99,7.96,6.54,13,9.63,1.66,0.03,1.66,1.44,1.44,1.32,6.67,-0.56,-1.59,16695,5093,5.4,15.13,9.33,1.65,-48.45,2.09,1.74,0.562,6.43,0,2.55,2.6,-0.22,83.48,8.73,25.9,12.76,11.08,0.32,1132
600751,水运,2019Q3,20191031,19960909,28.99,3.26,0,1272.3,137.56,47.65,85.44,947.05,27.62,88.44,864.99,293.88,497.21,102.06,2420.89,2250.12,9.56,0.62,9.56,4.1,2.76,2.14,4.96,28.98,15.99,92876,15831,4.64,532.42,4.08,0.62,2.93,0.04,0,0.095,4.74,0,3.52,0.17,1,10.81,2.01,7.05,0.39,0.11,0,35175
000952,化学制药,2019Q3,20191031,19991112,2.52,0,0,17.74,9.78,0.05,44.58,5.55,8.14,1.57,7.06,1.7,1.04,0.61,5.55,2.74,1.24,-0.03,1.25,1.02,1.04,0.75,6.1,0.85,0.15,36774,5710,5.86,-21.21,-8.65,2.64,30.44,4.65,0,0.42,3.88,0,0.24,2.42,0.34,55.11,10.66,50.64,22.37,18.76,0.35,1350
600267,化学制药,2019Q3,20191031,20000725,9.66,0,0,245.92,74.38,13.75,64.16,92.51,73.03,9.15,112.13,22.45,21.71,36.49,83.12,45.6,16.26,16.02,16.2,14.7,12.55,-4.04,24.82,6.14,2.14,37363,14941,17.21,17542,6.5,1.5,18.13,1.34,0,1.3,7.7,0,3.78,2.57,0.64,30.25,16.87,45.14,19.56,15.1,4.4,9871
600634,互联网,2019Q3,20191031,19930304,5.76,0,0,43.04,-42,0.12,197.32,10.22,0.41,1.03,46.03,0,0.67,9.87,7.36,2.01,-4.45,0,-6.44,-6.62,-6.62,-4.63,-58.15,0.8,-0.72,39665,9732,1.42,-47.35,23.31,-0.2,10.45,1.14,0,-1.15,-7.3,0,1.72,-10.1,0.14,-97.6,-- ,72.64,-60.45,-90.01,0.35,504
300533,软件服务,2019Q3,20191031,20160818,1.01,0,0,18.57,16.46,-0.07,11.75,17.91,0.03,0.01,2.18,0,0.52,9.02,2.88,0.2,1.17,0.28,1.17,1.07,1.06,0.93,6.11,0.39,-3.42,16230,2502,12.54,53.44,41.7,3.07,128.76,17.52,0.81,1.054,16.34,0,8.95,6.07,0.39,88.64,6.45,93.22,40.65,36.87,0.77,619
002339,电气设备,2019Q3,20191031,20100122,5.12,0,0,33.66,17.2,2.29,42.1,24.54,2.52,2.03,10.28,5.38,11.83,4.83,9.78,6.19,-0.15,-0.03,-0.01,-0.13,-0.28,-0.42,6.78,-0.77,-2.17,41955,8996,5.8,-177.3,-16.7,1.92,-42.74,3.38,0.72,-0.055,3.36,0,0.94,1.33,-0.15,51.11,-1.64,36.72,-1.5,-2.88,0.88,2515
600594,中成药,2019Q3,20191031,20040323,7.92,0,0,53.93,36.63,1.21,29.83,23.57,12.71,3.11,8.38,3.89,3.48,7.57,25.09,5.8,2.12,0.73,2.06,1.46,1.57,1.19,18.3,2.65,1.46,58592,10351,5.58,-20.23,-13.84,1.17,16.14,1.7,0,0.198,4.63,0,0.96,2.31,0.33,67.92,4.28,76.86,8.47,6.24,1.13,8977
002569,服饰,2019Q3,20191031,20110412,1.4,0,0,6.44,2.59,0.04,59.17,4.3,0.43,0.2,2.5,1.68,1.26,3.19,2.84,1.81,-0.08,0,-0.4,-0.41,-0.4,-0.11,-2.32,-0.68,-0.71,6398,15313,17.3,-619.69,-8.77,6.12,-23.16,5.57,0,-0.286,1.85,0,2.28,-1.65,-0.49,40.14,-15.48,36.24,-2.94,-14.1,0,1180
300494,互联网,2019Q3,20191031,20151231,2.4,0,0,14.99,10.07,0.47,29.71,9.99,0.52,0.58,3.04,0.01,2.68,3.37,4.25,3.09,0.4,0.11,0.39,0.41,0.36,0.32,3.63,0.08,-1.17,22906,4758,7.85,-30.71,15.52,3.93,519.74,9.31,0.46,0.151,4.19,0,1.4,1.51,0.03,67.16,3.6,27.31,9.42,8.52,0.37,521
600833,医药商业,2019Q3,20191031,19940224,2.23,0,0,11.94,7.05,0.07,40.37,8.34,0.75,0.51,4.22,2.17,1.4,0.65,9.19,7.36,0.42,0.06,0.5,0.38,0.38,0.29,2.32,0.68,0.56,22794,5388,5.27,30.73,7.06,3.1,32.14,2.38,0.67,0.171,3.16,0,0.29,1.04,0.3,59.04,5.41,19.95,4.53,4.15,0,892
600652,互联网,2019Q3,20191031,19901219,8.33,0,0,19,16.89,0,11.09,4.98,0.23,0.08,2.03,0,0.4,8.91,0.15,0.06,-0.11,0.25,-0.11,-0.11,-0.11,-0.27,-8.97,-0.29,-0.38,77913,6478,1.65,-337.1,-82.91,1.26,-72.93,145.98,0,-0.014,2.03,0,1.07,-1.08,-0.03,88.91,-0.67,61.8,-77.42,-77.53,0.12,210
600182,汽车配件,2019Q3,20191031,19990507,3.4,0,0,29.78,9.62,6.95,44.35,19.09,9.59,0.2,6.06,4.1,12.23,0.01,22.95,18.63,2.08,0,2.09,1.55,0.75,0.74,4.89,0.66,0.16,30466,5580,8.93,1.15,-9.27,5.66,82.89,2.37,0.5,0.221,2.83,0,0,1.44,0.19,32.32,7.83,18.83,9.05,3.28,0.06,3359
600460,半导体,2019Q3,20191031,20030311,13.12,0,0,85.56,34.26,6.72,52.1,36.08,27.22,1.66,31.57,14.19,8.12,7.98,22.24,17.99,-0.62,0.12,-0.62,-0.43,0.5,-0.45,11.37,0.5,-2.05,149713,5070,8.59,-66.65,0.52,6.49,447.47,10,0.24,0.038,2.61,0,0.61,0.87,0.04,40.05,1.47,19.09,-2.78,2.27,2.29,5469
600614,综合类,2019Q3,20191031,19920828,17.53,2.41,0,47.23,10.03,1.36,75.88,23.17,11.43,2.11,29.94,13.89,5.04,25.56,12.4,11.25,-0.99,-0.04,-1.13,-1.11,-1.07,-1.04,-33.13,-0.09,-0.13,61481,17710,3.17,-167.25,-24.19,3.13,-345.4,2.53,0,-0.061,0.57,0,1.46,-1.89,-0.01,21.23,-10.72,9.24,-8.02,-8.67,0.33,1228
000930,农业综合,2019Q3,20191031,19990712,18.48,0,0,183.42,96.45,4.05,45.21,79.25,78.52,8.7,76.99,24.12,9.76,60.45,138.88,118.58,4.96,0.37,4.98,3.75,3.89,3.34,8.57,38.12,10.43,134464,6042,4.04,-27.99,5.47,1.28,3.24,0.89,0.38,0.211,5.22,0,3.27,0.46,2.06,52.58,4.03,14.61,3.57,2.8,0.66,12273
601919,水运,2019Q3,20191031,20070626,122.6,0,25.81,2643.05,308.05,337.29,75.58,708.9,1020.51,80.42,739.69,37.33,96.04,333.31,1116.17,994.21,41.25,19.39,40.9,35.24,21.16,18.89,-149.11,150.02,25.69,264652,11631,5.52,145.34,35.9,1.89,3.88,0.52,0,0.18,2.51,0,2.72,-1.22,1.22,11.65,6.87,10.93,3.7,1.9,0.04,26852
601208,化工原料,2019Q3,20191031,20110520,6.27,0,0,30.33,23.05,0.14,23.53,9.8,13.29,1.56,5.23,2.25,3.41,12.61,12.92,10.28,0.41,0.14,0.42,0.4,0.41,0.28,4.25,0.39,-0.44,39996,11717,6.44,46.87,3.25,1.5,88.36,2.67,0.27,0.065,3.68,0,2.01,0.68,0.06,75.99,1.77,20.41,3.19,3.16,0.69,1598
000901,航空,2019Q3,20191031,19990401,6.14,0,0,67.18,40.14,1.8,37.58,37.66,12.75,3.38,17.64,11.97,11.66,24.05,41.28,33.61,0.69,0.12,0.74,0.68,0.6,0.48,8.64,0.3,-2.86,72871,5418,6.38,6.49,-1.49,1.8,241.62,1.75,0.6,0.098,6.54,0,3.92,1.41,0.05,59.74,1.5,18.58,1.68,1.46,2.16,6384
603567,中成药,2019Q3,20191031,20150424,8.49,0,0,85,51.72,0.14,39,52.35,20.78,2.46,28.05,10.1,14.09,12.25,21.11,6.79,4.25,0,4.18,3.41,3.38,2.9,27.57,0.39,-0.84,24070,5205,6.58,-9.32,6.77,2.08,276.14,5.09,1.3,0.398,6.09,0,1.44,3.25,0.05,60.84,6.53,67.86,20.11,16.01,0.68,2996
600167,供气供热,2019Q3,20191031,19990128,22.88,0,0,106.58,67.35,1.33,35.57,56.17,27.41,2.96,19.93,4.08,3.9,6.97,19.31,9.55,11.86,0.13,11.92,9.34,9.18,8.97,35.04,-3.92,-4.19,11523,57160,72.59,25.1,10.56,4.31,-74.06,15.05,0.91,0.401,2.94,0,0.3,1.53,-0.17,63.19,13.63,50.53,61.4,47.55,0.12,3047
600822,商贸代理,2019Q3,20191031,19940204,4.96,1,0,24.96,6.53,0.6,71.45,18.54,3.28,0.32,16.86,6.73,0.77,17.83,53.47,50.56,0.67,0.2,0.72,0.56,0.48,0.4,-16.95,3.67,3.03,54473,4725,4.81,18.48,6.32,7.73,13.77,0.94,0,0.097,1.32,0,3.59,-3.42,0.74,26.15,7.4,5.44,1.26,0.9,0,1068
600232,纺织,2019Q3,20191031,20000602,3.65,0,0,19.69,11.08,0.54,41.01,14.82,3.89,0.59,8.05,8.06,3.3,4.01,8.26,6.89,0.48,0,0.48,0.34,0.24,0.22,2.58,-1.89,-1.68,30347,6180,4.65,-7.7,-5.45,2.48,-14.51,3.33,1.3,0.065,3.04,0,1.1,0.71,-0.52,56.27,2.13,16.55,5.83,2.86,0.05,1961
002229,广告包装,2019Q3,20191031,20080508,4.98,0,0,21.08,16.68,1.05,15.92,11.36,5.3,0.53,3.1,1.31,1,8.76,4.36,3.21,0.14,0.06,0.14,0.09,-0.04,-0.11,2.35,0.02,-4.65,43303,7660,5.42,24.8,-11.85,2.11,1676.16,8.08,0.42,-0.008,3.35,0,1.76,0.47,0,79.1,-0.24,26.42,3.23,-0.92,0.11,1420
000566,化学制药,2019Q3,20191031,19940525,13.36,0,0,106.84,47.81,1.97,53.41,53.46,13.07,4.33,45.48,6.45,7.9,33.89,19.34,7.83,1.57,-0.12,1.52,1.13,1.23,0.94,7.02,0.08,-10.53,48673,15725,10.24,-46.24,-5.68,1.82,1148.13,4.5,0,0.092,3.58,0,2.54,0.53,0.01,44.75,2.57,59.52,8.11,6.37,0.14,2359
600861,百货,2019Q3,20191031,19940520,3.17,0,0,35.53,23.44,1.25,30.52,10.04,14.52,0.4,9.74,5.5,0.39,7.91,15.01,10.47,0.27,0,0.27,0.14,0.1,0.07,6.08,0.03,-1.13,20963,9939,9.5,-65.61,8.57,1.29,913.95,2.02,0.52,0.033,7.4,0,2.5,1.92,0.01,65.97,0.45,30.26,1.8,0.7,0,1655
603501,半导体,2019Q3,20191031,20170504,8.64,0,0,168.83,76.4,0.2,54.63,105.89,14.93,12.53,73.48,40.88,24.26,65.68,94.06,69.04,4.37,0,4.38,3.79,1.35,0.62,6.79,-2.45,1.33,17157,8191,151.99,-45.4,39.93,20.98,-655.18,17.04,0.05,0.17,8.85,0,7.6,0.79,-0.28,45.25,1.77,26.59,4.65,1.44,9.33,918
600767,医疗保健,2019Q3,20191031,19961115,3.41,0,0,4.25,2.57,0.24,33.77,1.71,0.02,1.38,1.23,0.18,0.76,0.35,0.92,0.85,-0.45,0.02,-0.4,-0.37,-0.28,-0.35,-1.25,-0.44,-0.34,28027,9203,3.8,-52.74,-1.94,5.47,-31.84,15.34,0,-0.082,0.76,0,0.1,-0.37,-0.13,60.6,-10.89,7.5,-49.53,-30.54,0.07,316
000539,火力发电,2019Q3,20191031,19931126,52.5,7.98,0,739.16,252.86,79.21,55.07,121.71,392.03,18.34,183.58,18.65,33.19,51.03,215.21,179.52,25.2,4.4,25.07,18.93,13.39,13.08,61.02,67.74,0.72,95913,16820,6.68,42.61,2.69,0.82,3.08,0.97,1.51,0.255,4.82,0,0.97,1.16,1.29,34.21,5.29,16.58,11.71,6.22,0.02,6735
002173,医疗保健,2019Q3,20191031,20070925,4.55,0,0,39.89,35.55,0.01,10.86,14.04,10.93,1.21,2.34,0.55,2.61,27.54,7.17,5.37,0.31,0.2,-0.46,-0.61,-0.61,0.06,3.22,0.69,2.62,15664,12627,7,-149.57,-9.59,0.71,36.66,3.51,0,-0.134,7.82,0,6.05,0.71,0.15,89.12,-1.71,25.13,4.34,-8.48,0.01,3676
600595,铝,2019Q3,20191031,20020626,19.61,0,0,217.56,30.98,-10.99,90.81,39.13,130.73,23.34,162.62,9.45,4.03,38.09,51.25,44.52,-3.69,-0.12,-3.64,-4.36,-2.03,-2.58,-29.26,7.03,0.32,102010,7976,1.68,51.35,-54.57,1.34,5.88,0.81,0,-0.104,1.58,0,1.94,-1.49,0.36,14.24,-6.55,13.13,-7.21,-3.96,1.83,8491
002713,装修装饰,2019Q3,20191031,20140219,4.2,0,0,32.35,8.44,1.07,70.61,16.64,5.53,1.15,22.32,1.56,4.44,4.25,27.82,18.74,-0.83,0.14,-0.73,-0.97,-1.33,-1.44,-1.32,2.17,-3.41,15319,9062,5.87,-257.6,-5.38,3.22,12.53,0.98,8.45,-0.317,2.01,0,1.01,-0.31,0.52,26.08,-15.78,32.64,-2.97,-4.79,1.02,7081
002558,互联网,2019Q3,20191031,20110302,20.24,0,0,98.71,81.53,0.49,16.91,48.56,3.54,1.45,13.82,0,2.56,40.03,19.46,3.13,8.16,1.07,8.07,7.46,7.18,6.74,39.23,11.51,-14,40878,10258,18.57,-27.73,-32.43,4.49,31.83,18.83,0.91,0.36,4.03,0,1.98,1.94,0.57,82.6,8.8,83.89,41.93,36.88,5.91,2267
000639,食品,2019Q3,20191031,19961126,10.79,0,0,99.18,47.3,7.77,44.47,35.3,6.7,35.29,19.18,7.35,3.81,17.34,42.06,27.8,4.24,0,4.37,3.78,3.33,3.22,16.61,3.79,-1.1,26778,19107,8.35,0.88,-1.04,1,12.46,1.12,1.3,0.308,4.38,0,1.61,1.54,0.35,47.69,7.03,33.91,10.07,7.91,0.47,2107
002220,食品,2019Q3,20191031,20080228,7.66,0,0,46.85,21.43,-0.01,54.28,25.49,19.9,0.71,23.71,0.85,12.48,7.89,2.85,2.61,-4.37,0.01,-4.38,-4.41,-4.4,-4.41,4.55,0.15,0.12,24418,15433,2.05,-1368.28,-62.78,0.48,66.87,3.57,0,-0.574,2.8,0,1.03,0.59,0.02,45.73,-20.52,8.68,-153,-154.05,0,1368
000409,综合类,2019Q3,20191031,19960627,5.11,0,0,46.32,7.3,9.47,63.78,28.27,6.72,5.51,25.86,9.8,2.64,6.69,17.31,16.91,-4.72,-0.15,-4.75,-4.74,-2.56,-2.54,-4.5,-0.7,4.36,33199,10237,5.44,-596.76,78.87,3.72,-38.87,1.57,0,-0.5,1.43,0,1.31,-0.88,-0.14,15.76,-35.02,2.32,-27.27,-14.76,0,1548
601607,医药商业,2019Q3,20191031,19940324,28.42,0,9.19,1356.49,409.28,78.45,64.04,990.93,89.8,39.04,745.94,242.33,503.35,158.44,1406.17,1209.41,49.35,8.01,50.05,40.44,33.99,30.7,215.03,29.32,-22.65,83573,11776,22.27,0.8,19.57,1.31,18.33,0.38,2.15,1.196,14.4,0,5.57,7.57,1.03,30.17,8.3,13.99,3.51,2.42,8.6,47590
600028,石油加工,2019Q3,20191031,20010808,1210.71,0,255.13,18263.36,7258.93,1469.96,52.21,5350.4,5997.55,1043.15,5978.84,2087.4,761.57,1221.21,22333.05,18810.83,685.24,64.75,683.32,544.64,432.81,415.46,2765.79,813.98,-233.85,502791,25554,12.62,-27.84,7.73,0.82,7.35,0.27,7.63,0.357,6,0,1.01,2.28,0.67,39.75,5.96,15.77,3.07,1.94,59.31,423543
601988,银行,2019Q3,20191031,20060705,2943.88,0,836.22,226081.64,18663.15,1214.11,91.21,0,2388.39,192.11,0,0,0,1422.23,4163.33,0,2133.46,211.21,2144.31,1712.46,1595.79,1587.05,7841.81,-5607.27,-4504.8,713108,31277,11.29,4.11,10.69,0.65,-1.9,2.55,3.62,0.52,5.53,5.53,0.48,2.66,-1.9,8.26,8.55,0,51.24,38.33,0,305823
600713,医药商业,2019Q3,20191031,19960701,10.42,0,0,238.05,38.9,4.74,81.67,218.43,11.04,1.92,191.52,39,115.23,16.62,276.92,258.93,4.24,0.02,4.87,3.61,2.94,2.32,9.41,-19.85,0.86,68145,8041,3.63,47.94,19.1,1.21,-2.37,0.17,2.19,0.283,3.73,0,1.6,0.9,-1.91,16.34,7.57,6.5,1.53,1.06,0.1,4470
603111,运输设备,2019Q3,20191031,20140801,9.93,0,0,50.13,19.15,0.52,60.75,42.79,4.99,0.71,25.49,8.4,17.8,31.76,25.57,17.08,2.76,0.01,2.73,2.19,2.14,1.96,-23.6,-1.56,-2.48,30000,23209,12.7,140.16,-5.62,2.84,-34.8,2.13,0,0.215,1.93,0,3.2,-2.38,-0.16,38.21,11.16,33.18,10.8,8.36,1.63,4007
002638,文教休闲,2019Q3,20191031,20111125,15.19,0,0,47.68,39.36,0,17.44,27.16,1.84,0.65,6.4,3.41,6.12,34.82,8.36,6.76,0.07,0,0.1,0.01,0.01,-0.08,-11.27,-1.86,-14.19,37432,19353,6.15,-98.41,-12.91,1.23,-25.96,5.78,0,0.001,2.59,0,2.29,-0.74,-0.12,82.56,0.03,19.19,0.82,0.14,0.03,4977
300086,化学制药,2019Q3,20191031,20100526,4.5,0,0,21.93,15.45,1.31,23.58,5.4,3.29,1.93,4.26,1.32,1.27,8.21,7.63,4.03,0.16,0.04,0.18,0.07,0.02,-0.05,1.6,0.07,-0.21,20028,12582,6.53,-96.36,19.71,1.51,339.11,3.06,2.86,0.004,3.43,0,1.82,0.36,0.02,70.44,0.11,47.13,2.16,0.22,0.11,1587
600033,路桥,2019Q3,20191031,20010209,27.44,0,0,177.01,95.68,21.7,33.69,21.56,138.63,0,32.74,0.25,10.45,16.58,20.9,7.29,11.5,-0.07,11.53,8.63,6.64,6.62,39.5,9.44,0.22,111955,11298,3.42,9.47,6.08,0.87,8.81,3.98,4.9,0.242,3.49,0,0.6,1.44,0.34,54.05,6.94,65.14,55.04,31.78,0,1441
002789,装修装饰,2019Q3,20191031,20160311,1.38,0,0,42.47,13.2,-0.07,69.07,31,0.48,2.21,28.09,1.36,21.36,5.54,21.37,17.92,0.98,0.35,0.95,0.81,0.82,0.79,5.6,3.3,-1.64,12069,5673,8.96,4.11,2.62,1.65,6.61,1.02,0.43,0.593,9.56,0,4.01,4.06,2.39,31.08,6.2,16.13,4.6,3.83,0.72,479
600015,银行,2019Q3,20191031,20030912,153.87,0,0,30217.1,2613.75,16.7,91.29,0,133.15,0.79,0,0,0,532.92,618.79,0,197.27,8.46,197.38,153.76,152.44,152.32,808.26,1217.35,682.08,117437,45309,33.53,5.04,22.23,0.57,0.94,1.84,2.33,0.94,13.09,13.09,3.46,5.25,7.91,8.65,5.83,0,31.88,24.64,0,41283
601939,银行,2019Q3,20191031,20070925,2500.11,0,2404.17,245177.3,21360.34,169.32,91.22,0,1657.27,35.42,0,0,0,1345.37,5396.35,0,2781.33,150.07,2781.24,2273.82,2253.44,2252.55,11393.8,1779.39,-2232.68,350336,25407,17.71,5.25,7.92,0.84,9.79,3.23,4.34,0.901,8.29,8.29,0.54,4.56,0.71,8.71,10.55,0,51.54,41.76,0,340404
601212,铜,2019Q3,20191031,20170215,74.05,0,0,473.74,120.5,25.4,69.2,217.59,70.03,62.14,225.63,110.2,6.69,35.47,416.52,393.91,2.24,-2.04,2.18,0.72,0.08,-0.22,28.58,20.25,-6.34,163545,7037,2.34,103.2,2.18,2.04,12.14,0.59,0,0.001,1.63,0,0.48,0.39,0.27,25.44,0.07,5.43,0.54,0.02,0.11,14550
601890,船舶,2019Q3,20191031,20101228,9.59,0,0,39.56,29.75,0.92,22.45,30.73,5.91,1.54,5,6.79,4.11,13.85,9.57,7.11,0.81,0.26,0.83,0.7,0.7,0.47,5.56,-0.01,0.48,144236,4160,2.41,1471.78,27.15,1.87,-6805.84,5.8,0,0.073,3.1,0,1.44,0.58,0,75.21,2.35,25.75,8.49,7.3,0.41,1707
600489,黄金,2019Q3,20191031,20030814,34.51,0,0,410.19,136.91,61.21,51.7,181.72,123.41,38.02,173.72,124.27,1.88,41.99,266.87,237.53,7.93,1.01,6.78,4.82,1.3,1.77,52.57,12.57,1.1,225972,7585,6.15,-31.98,6.67,2.04,22.26,1.05,0.24,0.038,3.97,0,1.22,1.52,0.36,33.38,0.95,11,2.97,0.49,1.73,23991
600393,全国地产,2019Q3,20191031,20010319,25.36,0,0,172.19,62.95,6.51,59.66,159.37,2.03,0.58,89.11,120.12,5.69,20.98,43.4,27.69,5.19,0.24,4.86,3.46,3.86,3.96,13.92,29.32,-0.25,44182,20556,5.82,-38.57,73.85,1.14,2.45,1.65,0,0.152,2.48,0,0.83,0.55,1.16,36.56,6.13,36.2,11.96,8.9,0,1257
000025,汽车服务,2019Q3,20191031,19930621,4.31,0.38,0,18.03,11.14,0.7,34.29,8.56,1.08,0.5,6.12,0.07,1.17,4.31,4.26,3.23,0.76,0.23,0.76,0.65,0.64,0.58,2.49,0.58,0.47,52620,2624,5.26,78.68,46.48,7.75,149.02,20.3,0,0.149,2.58,0,1,0.58,0.13,61.8,5.75,24.04,17.94,15.05,0,337
000638,软件服务,2019Q3,20191031,19961126,3.09,0,0,7.37,1.4,0.71,71.35,5.21,0.04,0.69,5.15,2.22,0.82,1.54,0.93,0.65,-0.08,0,-0.08,-0.09,-0.11,-0.12,-3.29,-0.08,-0.2,40440,4372,2.09,45.06,42.33,10.57,-177.9,15.8,0,-0.034,0.45,0,0.5,-1.06,-0.03,18.95,-7.62,30.12,-8.45,-11.39,0.06,390
002422,化学制药,2019Q3,20191031,20100603,14.4,0,0,298.99,133.99,2.02,54.51,127.06,110.83,8.7,118.07,28.3,63.98,35.66,129.58,51.06,11.01,1.2,10.96,9.77,9.14,8.1,77.36,21.01,-2.56,39426,22269,55.67,-10.66,5.94,2.69,17.13,2.78,0.82,0.635,9.31,0,2.48,5.37,1.46,44.82,6.82,60.6,8.5,7.06,7.82,19990
600227,农药化肥,2019Q3,20191031,20000221,16.93,0,0,49.33,31.85,0.14,35.16,18.45,22.56,3.42,15.7,2.68,8.69,25.84,14.29,11.17,-16.65,0,-16.63,-16.75,-16.74,-16.84,-13.88,1.53,-1.1,70714,13765,3.62,-982.76,-16.76,1.4,29.13,3.12,0,-0.988,1.88,0,1.53,-0.82,0.09,64.56,-52.55,21.81,-116.53,-117.13,0.46,1244
600085,中成药,2019Q3,20191031,19970625,13.71,0,0,213.45,97.94,55.99,27.89,167.45,21.22,3.91,45.37,61.74,14.13,20.07,99.59,50.8,17.02,0,17,13.88,8.5,8.42,56.13,18.75,12.02,72559,6155,16.83,0.04,-4.94,3.83,20,3.77,2.74,0.62,7.14,0,1.46,4.09,1.37,45.88,8.68,48.99,17.09,8.54,0.63,17139
000558,文教休闲,2019Q3,20191031,19940509,12.89,0,0,23.51,12.07,-0.06,48.94,7.24,2.75,0.8,5.83,3.72,0.15,0.7,0.83,0.66,-0.57,-0.03,-0.57,-0.62,-0.6,-0.76,-2.2,-1.19,-2.1,76718,7744,2.44,-405.88,-87.3,3.37,-34.03,48.8,0,-0.047,0.94,0,0.05,-0.17,-0.09,51.33,-4.98,20.64,-68.62,-72.23,0,174
603879,化工原料,2019Q3,20191031,20170614,2,0,0,5.64,5.21,0,7.67,4.78,0.48,0.15,0.43,0.44,2.02,1.86,3.13,2.6,0.22,0.04,0.22,0.2,0.2,0.14,1.26,-0.11,-0.59,8363,9726,9.07,-40.54,-29.89,3.59,-166.31,5.96,0.52,0.101,2.6,0,0.93,0.63,-0.06,92.27,3.89,17,7.13,6.47,0.1,159
600090,医药商业,2019Q3,20191031,19970616,14.4,0,0,96.15,64.72,2.91,29.66,68.01,11.05,4.57,24.1,6.44,34.32,25.9,81.61,71.31,6.07,0.1,6.05,4.41,4.09,4.01,30.47,8.36,8.3,59828,11579,4.89,1.54,2.34,0.94,7.26,0.74,0,0.284,4.5,0,1.8,2.12,0.58,67.31,6.32,12.62,7.43,5.01,0,1103
600660,汽车配件,2019Q3,20191031,19930610,25.09,0,5.06,401.09,208.91,-0.01,47.92,194.86,140.95,13.39,160.15,34.9,33.82,62.23,156.34,97.82,27.52,0.44,28.32,23.46,23.47,21.26,96.15,35.37,28.9,107658,11965,29.42,-28.07,3.38,2.95,17.44,3.95,2.4,0.935,8.33,0,2.48,3.83,1.41,52.09,11.23,37.43,17.61,15.01,5.91,27067
002729,元器件,2019Q3,20191031,20140912,0.67,0,0,4.93,4.45,0,9.77,2.23,2.03,0.13,0.47,0.38,0.35,1.78,1.3,0.76,0.19,0,0.19,0.15,0.15,0.13,1.76,0.22,0.11,5044,4173,18.75,-10.62,-2.44,6.74,136.58,23.1,0.15,0.227,6.67,0,2.67,2.63,0.33,90.23,3.4,41.64,14.49,11.67,0.06,573
603126,环境保护,2019Q3,20191031,20140731,6.11,0,0,37.24,16.92,2.52,47.82,26.04,8.11,1.58,16.4,7.54,6.74,0.72,15.51,12.22,0.94,0.04,0.92,0.79,0.67,0.59,9.02,0.14,-0.5,47561,6113,2.81,-26.91,20.15,1.66,196.9,1.81,1.5,0.11,2.77,0,0.12,1.48,0.02,45.42,3.97,21.21,6.06,4.33,0.63,1922
